language,script,country,hyperlink
Saya,,Nigeria,https://mylanguage.net.au/watch_online/say00/JESUS/1_10040-jf6112-0-0
Sena,,Mozambique,https://mylanguage.net.au/watch_online/seh00/JESUS/1_8513-jf6112-0-0
Sengele,,DRCongo,https://mylanguage.net.au/watch_online/szg00/JESUS/1_15471-jf6112-0-0
"Senoufo, Cebaara",,Cote d'Ivoire,https://mylanguage.net.au/watch_online/sef00/JESUS/1_15990-jf6112-0-0
"Senoufo, Supyire",,Mali,https://mylanguage.net.au/watch_online/sef00/JESUS/1_7811-jf6112-0-0
Serbian,Српски,Bosnia and Herzegovina,https://mylanguage.net.au/watch_online/sdd00/JESUS/1_5541-jf6112-0-0
Serbian,Српски,Kosovo,https://mylanguage.net.au/watch_online/sdd00/JESUS/1_5541-jf6112-0-0
Serbian,Српски,Montenegro,https://mylanguage.net.au/watch_online/sdd00/JESUS/1_5541-jf6112-0-0
Serbian,Српски,Serbia,https://mylanguage.net.au/watch_online/sdd00/JESUS/1_5541-jf6112-0-0
Serere-Sine,,Senegal,https://mylanguage.net.au/watch_online/ses00/JESUS/1_5058-jf6112-0-0
Seselwa Creole,,Seychelles,https://mylanguage.net.au/watch_online/crs00/JESUS/1_13079-jf6112-0-0
Shambala,,Tanzania,https://mylanguage.net.au/watch_online/ksb00/JESUS/1_14154-jf6112-0-0
Shan,,Myanmar,https://mylanguage.net.au/watch_online/sjn00/JESUS/1_8684-jf6112-0-0
Shanghainese,,China,https://mylanguage.net.au/watch_online/wuu00/JESUS/1_20623-jf6112-0-0
Sharchogpa,,Bhutan,https://mylanguage.net.au/watch_online/tsj00/JESUS/
Sherbro,,Sierra Leone,https://mylanguage.net.au/watch_online/She99/JESUS/1_13084-jf6112-0-0
Sherpa,,Nepal,https://mylanguage.net.au/watch_online/scr00/JESUS/1_3929-jf6112-0-0
Shilluk,,South Sudan,https://mylanguage.net.au/watch_online/shk00/JESUS/1_13848-jf6112-0-0
Shimaore,,Comoros,https://mylanguage.net.au/watch_online/swb03/JESUS/1_7752-jf6112-0-0
Shipibo-Conibo,,Peru,https://mylanguage.net.au/watch_online/shp00/JESUS/1_12392-jf6112-0-0
Shuar,,Ecuador,https://mylanguage.net.au/watch_online/jiv00/JESUS/1_4499-jf6112-0-0
Shui,,China,https://mylanguage.net.au/watch_online/swi00/JESUS/1_22094-jf6112-0-0
Sidaama,,Ethiopia,https://mylanguage.net.au/watch_online/sid00/JESUS/1_4644-jf6112-0-0
Sidamo,,Ethiopia,https://mylanguage.net.au/watch_online/sid00/JESUS/1_4644-jf6112-0-0
Silt'E,,Ethiopia,https://mylanguage.net.au/watch_online/gre00/JESUS/1_21597-jf6112-0-0
Sindhi,,Pakistan,https://mylanguage.net.au/watch_online/snd00/JESUS/1_389-jf6112-0-0
Sinhala,,Sri Lanka,https://mylanguage.net.au/watch_online/Sin99/JESUS/1_13172-jf6112-0-0
"Sisaala, Tumulung",,Ghana,https://mylanguage.net.au/watch_online/sil00/JESUS/1_5206-jf6112-0-0
Siswati,,South Africa,https://mylanguage.net.au/watch_online/swz00/JESUS/1_20947-jf6112-0-0
Slavey,,Canada,https://mylanguage.net.au/watch_online/sla00/JESUS/1_20223-jf6112-0-0
Slovak,,Slovakia,https://mylanguage.net.au/watch_online/slo00/JESUS/1_5545-jf6112-0-0
Slovenian,,Slovenia,https://mylanguage.net.au/watch_online/slv00/JESUS/1_1112-jf6112-0-0
Somali,Af Soomaali,_TOP,https://mylanguage.net.au/watch_online/som00/JESUS/1_4466-jf6112-0-0
Somali,Af Soomaali,Somalia,https://mylanguage.net.au/watch_online/som00/JESUS/1_4466-jf6112-0-0
"Songai, Timbuktu",,Mali,https://mylanguage.net.au/watch_online/khq00/JESUS/1_24012-jf6112-0-0
Songe,,DRCongo,https://mylanguage.net.au/watch_online/sop00/JESUS/1_15480-jf6112-0-0
"Songhay, Gao",,Mali,https://mylanguage.net.au/watch_online/Son99/JESUS/1_53370-jf6112-0-0
Soninke,,Mali,https://mylanguage.net.au/watch_online/snn00/JESUS/1_2005-jf6112-0-0
Sora,,India,https://mylanguage.net.au/watch_online/Sor99/JESUS/1_5879-jf6112-0-0
"Sotho, Northern",,South Africa,https://mylanguage.net.au/watch_online/srt00/JESUS/1_13465-jf6112-0-0
"Sotho, Southern",,Lesotho,https://mylanguage.net.au/watch_online/srt00/JESUS/1_7546-jf6112-0-0
Southern Nisu,,China,https://mylanguage.net.au/watch_online/yym/JESUS/1_24433-jf6112-0-0
"Spanish, Castilian","Español, castellano",Spain,https://mylanguage.net.au/watch_online/spn00/JESUS/1_21046-jf6112-0-0
"Spanish, Latin American",Español Latinoamericano,_TOP,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Argentina,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Bolivia,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Chile,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Colombia,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Costa Rica,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Cuba,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Dominican Republic,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Ecuador,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,El Salvador,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Equatorial Guinea,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Guatemala,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Honduras,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Mexico,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Nicaragua,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Panama,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Paraguay,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Peru,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Uruguay,https://nextstep.is/tya1IFMR
"Spanish, Latin American",Español Latinoamericano,Venezuela,https://nextstep.is/tya1IFMR
Sranan-Tongo,,Suriname,https://mylanguage.net.au/watch_online/srn00/JESUS/1_21231-jf6112-0-0
Suba,,Kenya,https://mylanguage.net.au/watch_online/suh00/JESUS/1_7222-jf6112-0-0
"Subanen, Northern",,Philippines,https://mylanguage.net.au/watch_online/Sub99/JESUS/1_12572-jf6112-0-0
"Subanon, Western",,Philippines,https://mylanguage.net.au/watch_online/suc00/JESUS/1_12568-jf6112-0-0
Sukuma,,Tanzania,https://mylanguage.net.au/watch_online/sua00/JESUS/1_14226-jf6112-0-0
Sunda,,Indonesia,https://mylanguage.net.au/watch_online/suo00/JESUS/1_16618-jf6112-0-0
Sunuwar,,Nepal,https://mylanguage.net.au/watch_online/Sun99/JESUS/1_24068-jf6112-0-0
Suri,,Ethiopia,https://mylanguage.net.au/watch_online/Sur99/JESUS/
Suryoyo,,Turkey,https://mylanguage.net.au/watch_online/syr00/JESUS/1_24145-jf6112-0-0
Susu,,Guinea,https://mylanguage.net.au/watch_online/sud00/JESUS/1_5470-jf6112-0-0
Swahili,Swahili,_TOP,https://mylanguage.net.au/watch_online/swc00/JESUS/1_23178-jf6112-0-0
Swahili,,DRCongo,https://mylanguage.net.au/watch_online/swc00/JESUS/1_23178-jf6112-0-0
Swahili,,Kenya,https://mylanguage.net.au/watch_online/swc00/JESUS/1_23178-jf6112-0-0
Swahili,,Rwanda,https://mylanguage.net.au/watch_online/swc00/JESUS/1_23178-jf6112-0-0
Swahili,,Uganda,https://mylanguage.net.au/watch_online/swc00/JESUS/1_23178-jf6112-0-0
"Swahili, Congo",,DRCongo,https://mylanguage.net.au/watch_online/swc00/JESUS/1_23388-jf6112-0-0
"Swahili, Kenya",,Kenya,https://mylanguage.net.au/watch_online/swc00/JESUS/1_23179-jf6112-0-0
"Swahili, Tanzania",,Tanzania,https://mylanguage.net.au/watch_online/swc00/JESUS/1_23178-jf6112-0-0
Swedish,,Sweden,https://mylanguage.net.au/watch_online/Swe99/JESUS/
Sylhetti,,Bangladesh,https://mylanguage.net.au/watch_online/syl00/JESUS/1_1236-jf6112-0-0
Syriac,,Syria,https://mylanguage.net.au/watch_online/syc00/JESUS/1_53438-jf6112-0-0
Tabassaran,,Russia,https://mylanguage.net.au/watch_online/tab00/JESUS/1_18617-jf6112-0-0
Tacawit,,Algeria,https://mylanguage.net.au/watch_online/Tac99/JESUS/
Tachelhit,,Morocco,https://mylanguage.net.au/watch_online/shi00/JESUS/1_507-jf6112-0-0
Tagalog,Tagalog,_TOP,https://nextstep.is/8Hdbpkxl
Tagalog,Tagalog,Philippines,https://nextstep.is/8Hdbpkxl
Tahitian,,French Polynesia,https://mylanguage.net.au/watch_online/tht00/JESUS/1_4950-jf6112-0-0
Tai Dam,,Vietnam,https://mylanguage.net.au/watch_online/blt00/JESUS/1_7516-jf6112-0-0
Tai Lue,,China,https://mylanguage.net.au/watch_online/khb00/JESUS/1_20789-jf6112-0-0
Taita,,Kenya,https://mylanguage.net.au/watch_online/dav00/JESUS/1_7334-jf6112-0-0
Takuu/Nakumanu,,Papua New Guinea,https://mylanguage.net.au/watch_online/Tak99/JESUS/1_53392-jf6112-0-0
Takwane,,Mozambique,https://mylanguage.net.au/watch_online/Tak98/JESUS/1_26862-jf6112-0-0
Talysh,,Azerbaijan,https://mylanguage.net.au/watch_online/tly00/JESUS/1_1124-jf6112-0-0
"Tamajeq, Tahoua",,Niger,https://mylanguage.net.au/watch_online/ttq00/JESUS/1_7807-jf6112-0-0
"Tamang, Eastern",,Nepal,https://mylanguage.net.au/watch_online/taj00/JESUS/1_5872-jf6112-0-0
"Tamang, Western",,Nepal,https://mylanguage.net.au/watch_online/taj00/JESUS/1_8989-jf6112-0-0
"Tamasheq, Kidal",,Mali,https://mylanguage.net.au/watch_online/taq00/JESUS/1_2000-jf6112-0-0
"Tamazight, Central Atlas",,Morocco,https://mylanguage.net.au/watch_online/tzm00/JESUS/1_512-jf6112-0-0
Tamil,தமிழ்,_TOP,https://mylanguage.net.au/watch_online/tcv00/JESUS/1_5871-jf6112-0-0
Tamil,தமிழ்,India,https://mylanguage.net.au/watch_online/tcv00/JESUS/1_5871-jf6112-0-0
Tamil,தமிழ்,Sri Lanka,https://mylanguage.net.au/watch_online/tcv00/JESUS/1_5871-jf6112-0-0
Tampulma,,Ghana,https://mylanguage.net.au/watch_online/tam00/JESUS/1_5291-jf6112-0-0
Tangale,,Nigeria,https://mylanguage.net.au/watch_online/tan00/JESUS/1_10014-jf6112-0-0
"Tanna, North",,Vanuatu,https://mylanguage.net.au/watch_online/Tan99/JESUS/1_14970-jf6112-0-0
"Tanna, Southwest",,Vanuatu,https://mylanguage.net.au/watch_online/Tan98/JESUS/1_15013-jf6112-0-0
Tarafit/Rif,,Algeria,https://mylanguage.net.au/watch_online/rif00/JESUS/1_21208-jf6112-0-0
Tarahumara Baja,,Mexico,https://mylanguage.net.au/watch_online/tac00/JESUS/1_8109-jf6112-0-0
Tarifit,,Algeria,https://mylanguage.net.au/watch_online/rif00/JESUS/1_21208-jf6112-0-0
Tarifit,,Morocco,https://mylanguage.net.au/watch_online/rif00/JESUS/1_21208-jf6112-0-0
Tarifit,,Spain,https://mylanguage.net.au/watch_online/rif00/JESUS/1_21208-jf6112-0-0
Tarok,,Nigeria,https://mylanguage.net.au/watch_online/yer00/JESUS/1_9930-jf6112-0-0
Tatar,,Russia,https://mylanguage.net.au/watch_online/ttr00/JESUS/1_411-jf6112-0-0
Tausug,,Philippines,https://mylanguage.net.au/watch_online/tsg00/JESUS/1_12535-jf6112-0-0
Tboli,,Philippines,https://mylanguage.net.au/watch_online/tbl00/JESUS/1_12557-jf6112-0-0
Tchien-Krahn,,Liberia,https://mylanguage.net.au/watch_online/kqo00/JESUS/1_22194-jf6112-0-0
Teke-Eboo,,Congo,https://mylanguage.net.au/watch_online/tec00/JESUS/1_4309-jf6112-0-0
Telugu,తెలుగు,India,https://mylanguage.net.au/watch_online/tcw00/JESUS/1_5848-jf6112-0-0
Tem,,Togo,https://mylanguage.net.au/watch_online/kdh00/JESUS/1_1335-jf6112-0-0
Teochew,,Singapore,https://mylanguage.net.au/watch_online/cfr19/JESUS/1_13192-jf6112-0-0
Tera,,Nigeria,https://mylanguage.net.au/watch_online/ter00/JESUS/1_10007-jf6112-0-0
Tetun Belu,,East Timor,https://mylanguage.net.au/watch_online/Tet98/JESUS/1_53297-jf6112-0-0
Thai,ไทย,Thailand,https://mylanguage.net.au/watch_online/thj00/JESUS/1_13169-jf6112-0-0
"Thai, Northern",,Thailand,https://mylanguage.net.au/watch_online/thj00/JESUS/1_21118-jf6112-0-0
"Thai, Southern",,Thailand,https://mylanguage.net.au/watch_online/thj00/JESUS/1_20969-jf6112-0-0
Tharaka,,Kenya,https://mylanguage.net.au/watch_online/tha00/JESUS/1_20269-jf6112-0-0
"Tharu, Dangaura",,Nepal,https://mylanguage.net.au/watch_online/thl00/JESUS/1_23714-jf6112-0-0
"Tharu, Rana Thaku",,India,https://mylanguage.net.au/watch_online/thl00/JESUS/1_8972-jf6112-0-0
"Tharu, Rana Thaku",,Nepal,https://mylanguage.net.au/watch_online/thl00/JESUS/1_8972-jf6112-0-0
"Tharu, Saptari",,Nepal,https://mylanguage.net.au/watch_online/thl00/JESUS/1_8974-jf6112-0-0
Themne,,Sierra Leone,https://mylanguage.net.au/watch_online/tej00/JESUS/1_13098-jf6112-0-0
Tigre,,Eritrea,https://mylanguage.net.au/watch_online/tie00/JESUS/1_4575-jf6112-0-0
"Tigrinya, Eritrea",,Eritrea,https://mylanguage.net.au/watch_online/tgn00/JESUS/1_23526-jf6112-0-0
"Tigrinya, Ethiopia",,Ethiopia,https://mylanguage.net.au/watch_online/tgn00/JESUS/1_4576-jf-0-0
Tira,,Sudan,https://mylanguage.net.au/watch_online/tir00/JESUS/
Tiv,,Nigeria,https://mylanguage.net.au/watch_online/tiv00/JESUS/1_2285-jf6112-0-0
"Tiwa, Northern",,United States,https://mylanguage.net.au/watch_online/tao00/JESUS/1_19002-jf6112-0-0
Tlicho,,Canada,https://mylanguage.net.au/watch_online/Tli99/JESUS/
Tojolabal,,Mexico,https://mylanguage.net.au/watch_online/toj00/JESUS/1_8093-jf6112-0-0
Tok Pisin,,Papua New Guinea,https://mylanguage.net.au/watch_online/pdg00/JESUS/1_23528-jf6112-0-0
Tolaki,,Indonesia,https://mylanguage.net.au/watch_online/lbw00/JESUS/1_17501-jf6112-0-0
Toma,,Guinea,https://mylanguage.net.au/watch_online/tod00/JESUS/
Tonga,,Zambia,https://mylanguage.net.au/watch_online/tog00/JESUS/1_20984-jf6112-0-0
Tongan,,Tonga,https://mylanguage.net.au/watch_online/tov00/JESUS/1_14509-jf6112-0-0
Toraja,,Indonesia,https://mylanguage.net.au/watch_online/sda00/JESUS/1_21247-jf6112-0-0
"Totonaca, Sierra",,Mexico,https://mylanguage.net.au/watch_online/tos00/JESUS/1_8089-jf6112-0-0
"Trique, San Juan Copala",,Mexico,https://mylanguage.net.au/watch_online/trc00/JESUS/1_8079-jf6112-0-0
Tshiluba,,DRCongo,https://mylanguage.net.au/watch_online/lub00/JESUS/1_20790-jf6112-0-0
Tsikimba,,Nigeria,https://mylanguage.net.au/watch_online/kdl00/JESUS/1_9616-jf6112-0-0
Tsimihety,,Madagascar,https://mylanguage.net.au/watch_online/xmw00/JESUS/1_20805-jf6112-0-0
Tsishingini,,Nigeria,https://mylanguage.net.au/watch_online/kam00/JESUS/1_20989-jf6112-0-0
Tsonga,,South Africa,https://mylanguage.net.au/watch_online/tso00/JESUS/1_8494-jf6112-0-0
Tswa,,Mozambique,https://mylanguage.net.au/watch_online/tsc00/JESUS/1_20293-jf6112-0-0
Tswana,,Botswana,https://mylanguage.net.au/watch_online/tsw00/JESUS/1_1479-jf6112-0-0
Tswana,,South Africa,https://mylanguage.net.au/watch_online/tsw00/JESUS/1_1479-jf6112-0-0
Tswana,,Zimbabwe,https://mylanguage.net.au/watch_online/tsw00/JESUS/1_1479-jf6112-0-0
Tula,,Nigeria,https://mylanguage.net.au/watch_online/Tul99/JESUS/1_9999-jf6112-0-0
Tulu,,India,https://mylanguage.net.au/watch_online/tcy00/JESUS/1_5829-jf6112-0-0
Tumbuka,,Malawi,https://mylanguage.net.au/watch_online/tuw00/JESUS/1_7786-jf6112-0-0
Tupuri,,Cameroon,https://mylanguage.net.au/watch_online/Tup99/JESUS/1_2281-jf6112-0-0
Turkana,,Kenya,https://mylanguage.net.au/watch_online/tuv00/JESUS/1_7285-jf6112-0-0
Turkish,Türkçe,_TOP,https://mylanguage.net.au/watch_online/trk00/JESUS/1_1942-jf6112-0-0
Turkish,Türkçe,Cyprus,https://mylanguage.net.au/watch_online/trk00/JESUS/1_1942-jf6112-0-0
Turkish,Türkçe,Turkey,https://mylanguage.net.au/watch_online/trk00/JESUS/1_1942-jf6112-0-0
Turkmen,,Turkmenistan,https://mylanguage.net.au/watch_online/tck00/JESUS/1_420-jf6112-0-0
Tuvin,,Russia,https://mylanguage.net.au/watch_online/tun00/JESUS/
Twi,,Ghana,https://mylanguage.net.au/watch_online/tws03/JESUS/1_20525-jf6112-0-0
Tyap,,Nigeria,https://mylanguage.net.au/watch_online/kcg00/JESUS/1_9626-jf6112-0-0
"Tzeltal, Bachajon",,Mexico,https://mylanguage.net.au/watch_online/tzb00/JESUS/1_8072-jf6112-0-0
"Tzeltal, Oxchuc",,Mexico,https://mylanguage.net.au/watch_online/tzb00/JESUS/1_23936-jf6112-0-0
"Tzeltal, Tenango",,Mexico,https://mylanguage.net.au/watch_online/tzb00/JESUS/1_23135-jf6112-0-0
"Tzotzil, Chamula",,Mexico,https://mylanguage.net.au/watch_online/tzc00/JESUS/1_8069-jf6112-0-0
Udmurt,,Russia,https://mylanguage.net.au/watch_online/udm00/JESUS/1_18606-jf6112-0-0
Ukrainian,,Ukraine,https://mylanguage.net.au/watch_online/ukr00/JESUS/1_12876-jf6112-0-0
Umbundu,,Angola,https://mylanguage.net.au/watch_online/mnf00/JESUS/1_564-jf6112-0-0
Urdu,اُردُو‎,_TOP,https://nextstep.is/LXmgQPcA
Urdu,اُردُو‎,India,https://nextstep.is/LXmgQPcA
Urdu,اُردُو‎,Pakistan,https://nextstep.is/LXmgQPcA
Urhobo,,Nigeria,https://mylanguage.net.au/watch_online/urh00/JESUS/1_9976-jf6112-0-0
Urim,,Papua New Guinea,https://mylanguage.net.au/watch_online/Uri99/JESUS/1_11108-jf6112-0-0
Urubu-Kaapor,,Brazil,https://mylanguage.net.au/watch_online/urb00/JESUS/1_1669-jf6112-0-0
Uspanteco,,Guatemala,https://mylanguage.net.au/watch_online/usp00/JESUS/1_5431-jf6112-0-0
Uyghur,,China,https://mylanguage.net.au/watch_online/uig00/JESUS/1_410-jf6112-0-0
"Uzbek, Janubiy",,Uzbekistan,https://mylanguage.net.au/watch_online/uzb00/JESUS/1_406-jf6112-0-0
"Uzbek, Northern (Shimoliy)",,Uzbekistan,https://mylanguage.net.au/watch_online/uzb00/JESUS/1_3888-jf6112-0-0
"Uzbek, Southern",,Afghanistan,https://www.jesusfilm.org/watch/jesus.html/sermon-on-the-mount/uzbek-southern.html
Vagla,,Ghana,https://mylanguage.net.au/watch_online/Vag99/JESUS/1_5279-jf6112-0-0
Vai,,Liberia,https://mylanguage.net.au/watch_online/vai00/JESUS/1_7564-jf6112-0-0
Vasavi,,India,https://mylanguage.net.au/watch_online/vas00/JESUS/1_5772-jf6112-0-0
Vasui,,Papua New Guinea,https://mylanguage.net.au/watch_online/Vas99/JESUS/1_11150-jf6112-0-0
Venda,,South Africa,https://mylanguage.net.au/watch_online/ven00/JESUS/1_13414-jf6112-0-0
Vietnamese,Tiếng Việt,_TOP,https://nextstep.is/xOEvIqQ8
Vietnamese,Tiếng Việt (Giọng Nam),Vietnam,https://nextstep.is/xOEvIqQ8
"Vietnamese, Northern",Tiếng Việt (Giọng Bắc),Vietnam,https://mylanguage.net.au/watch_online/vie00/JESUS/1_22500-jf6112-0-0
Vili,,Congo,https://mylanguage.net.au/watch_online/vif00/JESUS/1_4295-jf6112-0-0
Vitu,,Papua New Guinea,https://mylanguage.net.au/watch_online/Vit99/JESUS/1_11052-jf6112-0-0
Vunjo-Chagga,,Tanzania,https://mylanguage.net.au/watch_online/vun00/JESUS/1_24141-jf6112-0-0
"Wa, Vo",,China,https://mylanguage.net.au/watch_online/Wa99/JESUS/1_20998-jf6112-0-0
Waama,,Benin,https://mylanguage.net.au/watch_online/wwa00/JESUS/1_1313-jf6112-0-0
Waja,,Nigeria,https://mylanguage.net.au/watch_online/wja00/JESUS/
Wali,,Ghana,https://mylanguage.net.au/watch_online/wlx00/JESUS/1_5276-jf6112-0-0
"Wanga, Luhya",,Kenya,https://mylanguage.net.au/watch_online/luy00/JESUS/1_20794-jf6112-0-0
Warao,,Guyana,https://mylanguage.net.au/watch_online/wba00/JESUS/1_5500-jf6112-0-0
Warao,,Suriname,https://mylanguage.net.au/watch_online/wba00/JESUS/1_5500-jf6112-0-0
Warao,,Venezuela,https://mylanguage.net.au/watch_online/wba00/JESUS/1_5500-jf6112-0-0
Waray-Waray,,Philippines,https://mylanguage.net.au/watch_online/wry00/JESUS/1_12533-jf6112-0-0
Warji,,Nigeria,https://mylanguage.net.au/watch_online/War99/JESUS/1_9955-jf6112-0-0
Watakataui,,Papua New Guinea,https://mylanguage.net.au/watch_online/wtk00/JESUS/1_11033-jf6112-0-0
Waumeo,,Colombia,https://mylanguage.net.au/watch_online/Wau99/JESUS/1_4187-jf6112-0-0
"Wayampi, Oiapoque",,French Guiana,https://mylanguage.net.au/watch_online/Way99/JESUS/1_1795-jf6112-0-0
Wayuu,,Colombia,https://mylanguage.net.au/watch_online/guc00/JESUS/1_4232-jf6112-0-0
Welsh,,United Kingdom,https://mylanguage.net.au/watch_online/wls00/JESUS/1_14815-jf6112-0-0
Western Carib,,Venezuela,https://mylanguage.net.au/watch_online/Wes99/JESUS/1_49145-jf6112-0-0
Western Caribbean Creole English,,Nicaragua,https://mylanguage.net.au/watch_online/Wes98/JESUS/1_4203-jf6112-0-0
Wewewa,,Indonesia,https://mylanguage.net.au/watch_online/wew00/JESUS/1_21002-jf6112-0-0
Wolaytta,,Ethiopia,https://mylanguage.net.au/watch_online/wbc00/JESUS/1_4734-jf6112-0-0
Wolof,,Senegal,https://mylanguage.net.au/watch_online/wol00/JESUS/1_7897-jf6112-0-0
Xavante,,Brazil,https://mylanguage.net.au/watch_online/xav00/JESUS/1_1759-jf6112-0-0
Xhosa,,South Africa,https://mylanguage.net.au/watch_online/xos00/JESUS/1_13408-jf6112-0-0
Xiang,,China,https://mylanguage.net.au/watch_online/hsn00/JESUS/1_20627-jf6112-0-0
Xun,,Angola,https://mylanguage.net.au/watch_online/xuu00/JESUS/1_581-jf6112-0-0
"Yaka, Central African Republic",,Central African Republic,https://mylanguage.net.au/watch_online/yaf00/JESUS/1_19495-jf-0-0
"Yaka, D R C",,DRCongo,https://mylanguage.net.au/watch_online/yaf00/JESUS/1_580-jf6112-0-0
Yakan,,Philippines,https://mylanguage.net.au/watch_online/Yak99/JESUS/1_12529-jf6112-0-0
Yakhine,,Myanmar,https://mylanguage.net.au/watch_online/mhv00/JESUS/1_20548-jf6112-0-0
Yakut,,Russia,https://mylanguage.net.au/watch_online/ukt00/JESUS/1_18379-jf6112-0-0
Yalunka,,Guinea,https://mylanguage.net.au/watch_online/Yal99/JESUS/1_5468-jf6112-0-0
Yanomamo,,Venezuela,https://mylanguage.net.au/watch_online/guu00/JESUS/1_1573-jf6112-0-0
Yao,,Malawi,https://mylanguage.net.au/watch_online/yao00/JESUS/1_7773-jf6112-0-0
Yaqui,,Mexico,https://mylanguage.net.au/watch_online/yaq00/JESUS/1_8026-jf6112-0-0
Yemba,,Cameroon,https://mylanguage.net.au/watch_online/ban00/JESUS/1_19504-jf6112-0-0
Yom,,Benin,https://mylanguage.net.au/watch_online/Yom99/JESUS/1_26497-jf6112-0-0
Yonggom,,Papua New Guinea,https://mylanguage.net.au/watch_online/Yon99/JESUS/1_10981-jf6112-0-0
Yoruba,,Nigeria,https://mylanguage.net.au/watch_online/yor00/JESUS/1_1308-jf6112-0-0
Zaiwa,,China,https://mylanguage.net.au/watch_online/atb00/JESUS/1_3710-jf6112-0-0
"Zande, Drc",,DRCongo,https://mylanguage.net.au/watch_online/zan00/JESUS/1_23524-jf6112-0-0
"Zande, South Sudan",,South Sudan,https://mylanguage.net.au/watch_online/zan00/JESUS/1_23525-jf6112-0-0
"Zapotec, San Pedro Quiatoni",,Mexico,https://mylanguage.net.au/watch_online/zai00/JESUS/1_26934-jf6112-0-0
"Zapoteco, Isthmus",,Mexico,https://mylanguage.net.au/watch_online/zai00/JESUS/1_8014-jf6112-0-0
"Zapoteco, Mitla",,Mexico,https://mylanguage.net.au/watch_online/zai00/JESUS/1_8000-jf6112-0-0
"Zapoteco, San Juan Guelavia",,Mexico,https://mylanguage.net.au/watch_online/zai00/JESUS/1_8021-jf6112-0-0
"Zapoteco, Sierra De Juarez",,Mexico,https://mylanguage.net.au/watch_online/zai00/JESUS/1_8023-jf6112-0-0
"Zapoteco, Southern Rincon",,Mexico,https://mylanguage.net.au/watch_online/zai00/JESUS/1_7954-jf6112-0-0
"Zapoteco, Western Pochutla",,Mexico,https://mylanguage.net.au/watch_online/zai00/JESUS/1_7946-jf6112-0-0
"Zapoteco, Yalalag",,Mexico,https://mylanguage.net.au/watch_online/zai00/JESUS/1_7960-jf6112-0-0
Zarma,,Niger,https://mylanguage.net.au/watch_online/dje00/JESUS/1_1343-jf6112-0-0
Zaza,,Turkey,https://mylanguage.net.au/watch_online/qkv00/JESUS/1_22684-jf6112-0-0
"Zhuang, Northern (Hongshuihe)",,China,https://mylanguage.net.au/watch_online/Zhu99/JESUS/1_23181-jf6112-0-0
"Zhuang, Northern (Yongbei)",,China,https://mylanguage.net.au/watch_online/Zhu99/JESUS/1_23180-jf6112-0-0
Zing,,Nigeria,https://mylanguage.net.au/watch_online/mul23/JESUS/1_24216-jf6112-0-0
"Zoque, Francisco Leon",,Mexico,https://mylanguage.net.au/watch_online/zos00/JESUS/1_7988-jf6112-0-0
Zul,,Nigeria,https://mylanguage.net.au/watch_online/Zul99/JESUS/1_53402-jf6112-0-0
Zulu,,South Africa,https://mylanguage.net.au/watch_online/zuu00/JESUS/1_7547-jf6112-0-0
Zuni,,United States,https://mylanguage.net.au/watch_online/zun00/JESUS/1_18922-jf6112-0-0
